state;state_abbreviation;county;fips;party;candidate;votes;fraction_votes
Texas;TX;Hudspeth;48229;Democrat;Hillary Clinton;147;0.5379999999999999
Texas;TX;Jackson;48239;Democrat;Hillary Clinton;266;0.706
Texas;TX;Jefferson;48245;Democrat;Bernie Sanders;4440;0.20600000000000002
Texas;TX;La Vaca;48285;Democrat;Hillary Clinton;322;0.685
Texas;TX;Lamb;48279;Democrat;Hillary Clinton;172;0.5329999999999999
Texas;TX;Limestone;48293;Democrat;Bernie Sanders;144;0.193
Texas;TX;Mason;48319;Democrat;Hillary Clinton;89;0.627
Texas;TX;Milam;48331;Democrat;Bernie Sanders;252;0.29600000000000004
Texas;TX;Mills;48333;Democrat;Bernie Sanders;41;0.436
Texas;TX;Ochiltree;48357;Democrat;Hillary Clinton;35;0.53
Texas;TX;Reeves;48389;Democrat;Bernie Sanders;563;0.297
Texas;TX;Stonewall;48433;Democrat;Bernie Sanders;36;0.353
Texas;TX;Walker;48471;Democrat;Bernie Sanders;788;0.374
Texas;TX;Washington;48477;Democrat;Hillary Clinton;781;0.731
Texas;TX;Anderson;48001;Republican;Ben Carson;375;0.044000000000000004
Texas;TX;Bandera;48019;Republican;John Kasich;150;0.028999999999999998
Texas;TX;Briscoe;48045;Republican;Ted Cruz;244;0.537
Texas;TX;Burleson;48051;Republican;John Kasich;73;0.022000000000000002
Texas;TX;Callahan;48059;Republican;Ted Cruz;1689;0.49700000000000005
Texas;TX;Carson;48065;Republican;Donald Trump;370;0.24
Texas;TX;Childress;48075;Republican;Ted Cruz;444;0.451
Texas;TX;Coke;48081;Republican;Marco Rubio;85;0.1
Texas;TX;Concho;48095;Republican;Marco Rubio;75;0.109
Texas;TX;Culberson;48109;Republican;John Kasich;1;0.013000000000000001
Texas;TX;Dickens;48125;Republican;Ted Cruz;267;0.457
Texas;TX;Dimmit;48127;Republican;Marco Rubio;11;0.11
Texas;TX;Fisher;48151;Republican;Donald Trump;140;0.24600000000000002
Massachusetts;MA;Scituate;92500264;Democrat;Bernie Sanders;1950;0.502
Massachusetts;MA;Wakefield;92500305;Democrat;Bernie Sanders;2558;0.48200000000000004
Massachusetts;MA;Washington;92500313;Democrat;No Preference;1;0.006999999999999999
Massachusetts;MA;West Brookfield;92500324;Democrat;No Preference;6;0.01
Massachusetts;MA;Westminster;92500328;Democrat;Bernie Sanders;752;0.602
Massachusetts;MA;Winchester;92500344;Democrat;No Preference;28;0.006
Massachusetts;MA;Winchester;92500344;Democrat;Bernie Sanders;1957;0.39299999999999996
Massachusetts;MA;Acton;92500002;Republican;Marco Rubio;578;0.249
Massachusetts;MA;Adams;92500004;Republican;John Kasich;64;0.141
Massachusetts;MA;Agawam;92500005;Republican;Ben Carson;108;0.032
Massachusetts;MA;Ashfield;92500013;Republican;Ben Carson;6;0.047
Massachusetts;MA;Attleboro;92500016;Republican;Ben Carson;150;0.036000000000000004
Massachusetts;MA;Barre;92500021;Republican;Marco Rubio;100;0.145
Massachusetts;MA;Belchertown;92500024;Republican;John Kasich;289;0.182
Massachusetts;MA;Bellingham;92500025;Republican;Ben Carson;40;0.021
Massachusetts;MA;Bourne;92500036;Republican;Ted Cruz;258;0.086
Massachusetts;MA;Braintree;92500040;Republican;Ben Carson;94;0.02
Massachusetts;MA;Bridgewater;92500042;Republican;Ben Carson;68;0.022000000000000002
Massachusetts;MA;Cheshire;92500058;Republican;Marco Rubio;30;0.106
Massachusetts;MA;Chester;92500059;Republican;Marco Rubio;30;0.152
Massachusetts;MA;Cohasset;92500065;Republican;Ben Carson;25;0.017
Massachusetts;MA;Dalton;92500070;Republican;Ben Carson;20;0.039
Massachusetts;MA;East Bridgewater;92500083;Republican;Ben Carson;60;0.031
Massachusetts;MA;Egremont;92500090;Republican;Donald Trump;27;0.38
Massachusetts;MA;Foxborough;92500099;Republican;Marco Rubio;532;0.20800000000000002
Massachusetts;MA;Freetown;92500102;Republican;Donald Trump;693;0.593
Massachusetts;MA;Gardner;92500103;Republican;Donald Trump;916;0.507
Massachusetts;MA;Gill;92500106;Republican;John Kasich;41;0.301
Massachusetts;MA;Hadley;92500117;Republican;John Kasich;139;0.275
Massachusetts;MA;Lanesborough;92500148;Republican;Marco Rubio;43;0.159
Massachusetts;MA;Leicester;92500151;Republican;Ben Carson;45;0.031
Massachusetts;MA;Leyden;92500156;Republican;Donald Trump;28;0.384
Massachusetts;MA;Lowell;92500160;Republican;Ted Cruz;495;0.085
Massachusetts;MA;Lynn;92500163;Republican;John Kasich;395;0.10099999999999999
Massachusetts;MA;Malden;92500165;Republican;Donald Trump;1687;0.586
Massachusetts;MA;Marlborough;92500170;Republican;Donald Trump;1785;0.485
Massachusetts;MA;Marlborough;92500170;Republican;Marco Rubio;658;0.179
Massachusetts;MA;Medford;92500176;Republican;Donald Trump;2344;0.528
Massachusetts;MA;Medway;92500177;Republican;Ben Carson;43;0.023
Massachusetts;MA;Nantucket;92500197;Republican;Ben Carson;27;0.027999999999999997
Massachusetts;MA;New Bedford;92500201;Republican;John Kasich;327;0.091
Massachusetts;MA;Newton;92500207;Republican;Ben Carson;71;0.011000000000000001
Massachusetts;MA;North Adams;92500209;Republican;Ted Cruz;76;0.133
Massachusetts;MA;North Brookfield;92500215;Republican;Ben Carson;41;0.055999999999999994
Massachusetts;MA;Northborough;92500213;Republican;Ted Cruz;241;0.106
Massachusetts;MA;Orange;92500223;Republican;John Kasich;99;0.129
Massachusetts;MA;Otis;92500225;Republican;Marco Rubio;32;0.168
Massachusetts;MA;Pembroke;92500231;Republican;Donald Trump;1499;0.5589999999999999
Massachusetts;MA;Pepperell;92500232;Republican;John Kasich;322;0.16
Massachusetts;MA;Pittsfield;92500236;Republican;Ben Carson;115;0.053
Massachusetts;MA;Plainville;92500238;Republican;Donald Trump;638;0.501
Massachusetts;MA;Plympton;92500240;Republican;Ben Carson;9;0.017
Massachusetts;MA;Provincetown;92500242;Republican;Ben Carson;3;0.033
Massachusetts;MA;Quincy;92500243;Republican;Marco Rubio;1097;0.16
Massachusetts;MA;Raynham;92500245;Republican;Ben Carson;72;0.039
Massachusetts;MA;Rowe;92500253;Republican;Donald Trump;28;0.5710000000000001
Massachusetts;MA;Saugus;92500262;Republican;Ben Carson;58;0.016
Massachusetts;MA;Shrewsbury;92500271;Republican;John Kasich;972;0.217
Massachusetts;MA;Spencer;92500280;Republican;Marco Rubio;173;0.114
Massachusetts;MA;Sturbridge;92500287;Republican;Donald Trump;635;0.45399999999999996
Massachusetts;MA;Sudbury;92500288;Republican;Marco Rubio;562;0.251
Massachusetts;MA;Sutton;92500290;Republican;Ben Carson;46;0.027999999999999997
Massachusetts;MA;Upton;92500303;Republican;Ben Carson;34;0.027999999999999997
Massachusetts;MA;Wales;92500306;Republican;Ben Carson;4;0.016
Massachusetts;MA;Ware;92500309;Republican;Ted Cruz;87;0.1
Massachusetts;MA;Wellesley;92500317;Republican;Donald Trump;987;0.273
Massachusetts;MA;West Stockbridge;92500333;Republican;John Kasich;14;0.149
Massachusetts;MA;Westford;92500326;Republican;Donald Trump;1560;0.40399999999999997
Massachusetts;MA;Westford;92500326;Republican;Ted Cruz;322;0.083
Massachusetts;MA;Williamsburg;92500340;Republican;Marco Rubio;42;0.192
Massachusetts;MA;Wilmington;92500342;Republican;Ted Cruz;351;0.099
Massachusetts;MA;Winchester;92500344;Republican;Ben Carson;24;0.006999999999999999
Massachusetts;MA;Wrentham;92500350;Republican;Ted Cruz;174;0.09699999999999999
Michigan;MI;Arenac;26011;Democrat;Hillary Clinton;595;0.461
Michigan;MI;Baraga;26013;Democrat;Hillary Clinton;270;0.40399999999999997
Michigan;MI;Charlevoix;26029;Democrat;Bernie Sanders;1730;0.609
Michigan;MI;Gladwin;26051;Democrat;Bernie Sanders;1083;0.509
Michigan;MI;Menominee;26109;Democrat;Hillary Clinton;835;0.48700000000000004
Michigan;MI;Bay;26017;Republican;Donald Trump;5738;0.41700000000000004
Michigan;MI;Calhoun;26025;Republican;Ted Cruz;4446;0.27899999999999997
Michigan;MI;Chippewa;26033;Republican;Ted Cruz;1320;0.271
Michigan;MI;Ionia;26067;Republican;Donald Trump;2676;0.327
Michigan;MI;Ionia;26067;Republican;John Kasich;1783;0.218
Michigan;MI;Kent;26081;Republican;Donald Trump;22742;0.231
Michigan;MI;Lenawee;26091;Republican;Ted Cruz;3904;0.271
Michigan;MI;Monroe;26115;Republican;Donald Trump;8802;0.40399999999999997
Michigan;MI;Montcalm;26117;Republican;John Kasich;1538;0.177
Michigan;MI;Ontonagon;26131;Republican;Ted Cruz;209;0.191
Michigan;MI;Otsego;26137;Republican;Marco Rubio;342;0.08
Michigan;MI;Wayne;26163;Republican;Marco Rubio;11569;0.084
Mississippi;MS;Amite;28005;Democrat;Bernie Sanders;127;0.09300000000000001
Mississippi;MS;Franklin;28037;Democrat;Hillary Clinton;701;0.841
Mississippi;MS;George;28039;Democrat;Hillary Clinton;349;0.721
Mississippi;MS;Jeff Davis;28065;Democrat;Hillary Clinton;1806;0.892
Mississippi;MS;Lamar;28073;Democrat;Bernie Sanders;544;0.27
Mississippi;MS;Leake;28079;Democrat;Bernie Sanders;260;0.138
Mississippi;MS;Monroe;28095;Democrat;Hillary Clinton;1913;0.8490000000000001
Mississippi;MS;Noxubee;28103;Democrat;Hillary Clinton;1397;0.905
Mississippi;MS;Pike;28113;Democrat;Hillary Clinton;2870;0.865
Mississippi;MS;Quitman;28119;Democrat;Bernie Sanders;142;0.12300000000000001
Mississippi;MS;Simpson;28127;Democrat;Bernie Sanders;294;0.135
Mississippi;MS;Tate;28137;Democrat;Bernie Sanders;242;0.14400000000000002
Mississippi;MS;Union;28145;Democrat;Hillary Clinton;593;0.713
Mississippi;MS;Claiborne;28021;Republican;Donald Trump;134;0.596
Mississippi;MS;Covington;28031;Republican;Ted Cruz;1090;0.354
Mississippi;MS;Grenada;28043;Republican;Donald Trump;1727;0.556
Mississippi;MS;Hancock;28045;Republican;John Kasich;598;0.083
Mississippi;MS;Jackson;28059;Republican;Ted Cruz;7080;0.349
Mississippi;MS;Jasper;28061;Republican;John Kasich;93;0.040999999999999995
Mississippi;MS;Jefferson;28063;Republican;Marco Rubio;16;0.067
Mississippi;MS;Lamar;28073;Republican;Marco Rubio;534;0.047
Mississippi;MS;Pearl River;28109;Republican;Marco Rubio;343;0.038
Mississippi;MS;Rankin;28121;Republican;Donald Trump;13729;0.469
Mississippi;MS;Simpson;28127;Republican;John Kasich;310;0.065
Mississippi;MS;Tippah;28139;Republican;Marco Rubio;173;0.043
Mississippi;MS;Webster;28155;Republican;Ted Cruz;884;0.37200000000000005
Missouri;MO;Carter;29035;Democrat;Hillary Clinton;138;0.486
Missouri;MO;Chariton;29041;Democrat;Hillary Clinton;321;0.521
Missouri;MO;Macon;29121;Democrat;Bernie Sanders;505;0.524
Missouri;MO;Mississippi;29133;Democrat;Hillary Clinton;486;0.672
Missouri;MO;Polk;29167;Democrat;Hillary Clinton;744;0.461
Missouri;MO;Saline;29195;Democrat;Bernie Sanders;805;0.455
Missouri;MO;Scott;29201;Democrat;Bernie Sanders;834;0.43
Missouri;MO;Stone;29209;Democrat;Bernie Sanders;885;0.515
Missouri;MO;Buchanan;29021;Republican;John Kasich;1478;0.131
Missouri;MO;Cass;29037;Republican;John Kasich;1648;0.09300000000000001
Missouri;MO;Cooper;29053;Republican;John Kasich;256;0.083
Missouri;MO;Howell;29091;Republican;Marco Rubio;351;0.042
Missouri;MO;Lafayette;29107;Republican;Ted Cruz;2349;0.39399999999999996
Missouri;MO;Lewis;29111;Republican;Ted Cruz;601;0.374
Missouri;MO;Linn;29115;Republican;John Kasich;149;0.07
Missouri;MO;Oregon;29149;Republican;Donald Trump;941;0.517
Missouri;MO;Phelps;29161;Republican;Ted Cruz;2978;0.39299999999999996
Missouri;MO;Shannon;29203;Republican;Donald Trump;808;0.532
Missouri;MO;St. Charles;29183;Republican;Ted Cruz;28554;0.389
Missouri;MO;Sullivan;29211;Republican;Ted Cruz;331;0.332
Missouri;MO;Warren;29219;Republican;Marco Rubio;269;0.045
Missouri;MO;Wayne;29223;Republican;Marco Rubio;82;0.032
Montana;MT;Fergus;30027;Democrat;Hillary Clinton;415;0.509
Montana;MT;Golden Valley;30037;Democrat;Hillary Clinton;27;0.386
Montana;MT;Granite;30039;Democrat;Hillary Clinton;137;0.374
Montana;MT;Judith Basin;30045;Democrat;Hillary Clinton;69;0.44799999999999995
Montana;MT;Richland;30083;Democrat;Bernie Sanders;158;0.397
Montana;MT;Blaine;30005;Republican;Ted Cruz;52;0.087
Montana;MT;Fergus;30027;Republican;Ted Cruz;256;0.095
Montana;MT;Glacier;30035;Republican;Donald Trump;427;0.81
Montana;MT;Hill;30041;Republican;John Kasich;110;0.062
Montana;MT;Lake;30047;Republican;Donald Trump;2927;0.767
Montana;MT;Musselshell;30065;Republican;Ted Cruz;123;0.09300000000000001
Montana;MT;Park;30067;Republican;Ted Cruz;232;0.092
Montana;MT;Powder River;30075;Republican;Donald Trump;516;0.785
Montana;MT;Powder River;30075;Republican;John Kasich;41;0.062
Montana;MT;Sanders;30089;Republican;John Kasich;140;0.055
Montana;MT;Teton;30099;Republican;Ted Cruz;105;0.09
Nebraska;NE;Cass;31025;Democrat;Bernie Sanders;151;0.534
Nebraska;NE;Cherry;31031;Democrat;Bernie Sanders;11;0.355
Nebraska;NE;Clay;31035;Democrat;Hillary Clinton;12;0.255
Nebraska;NE;Dodge;31053;Democrat;Hillary Clinton;205;0.526
Nebraska;NE;Hooker;31091;Democrat;Bernie Sanders;4;0.5710000000000001
Nebraska;NE;Hooker;31091;Democrat;Hillary Clinton;3;0.429
Nebraska;NE;Johnson;31097;Democrat;Hillary Clinton;24;0.45299999999999996
Nebraska;NE;Phelps;31137;Democrat;Bernie Sanders;42;0.56
Nebraska;NE;Wayne;31179;Democrat;Hillary Clinton;58;0.527
Nebraska;NE;Banner;31007;Republican;John Kasich;9;0.05
Nebraska;NE;Colfax;31037;Republican;John Kasich;67;0.09
Nebraska;NE;Logan;31113;Republican;Donald Trump;166;0.624
Nebraska;NE;Loup;31115;Republican;Donald Trump;101;0.687
Nebraska;NE;Thayer;31169;Republican;Donald Trump;466;0.617
Nebraska;NE;Thomas;31171;Republican;Ted Cruz;30;0.127
Nebraska;NE;Webster;31181;Republican;John Kasich;26;0.05
Nevada;NV;Eureka;32011;Democrat;Hillary Clinton;3;0.136
Nevada;NV;Washoe;32031;Democrat;Hillary Clinton;863;0.45899999999999996
Texas;TX;Harris;48201;Republican;Ben Carson;9111;0.027999999999999997
Texas;TX;Harrison;48203;Republican;Donald Trump;3102;0.299
Texas;TX;Hopkins;48223;Republican;Donald Trump;2069;0.298
Texas;TX;Hudspeth;48229;Republican;John Kasich;0;0.0
Texas;TX;Irion;48235;Republican;Donald Trump;91;0.22
Texas;TX;Jasper;48241;Republican;Marco Rubio;428;0.07200000000000001
Texas;TX;Llano;48299;Republican;John Kasich;249;0.042
Texas;TX;Marion;48315;Republican;Donald Trump;694;0.406
Texas;TX;Marion;48315;Republican;Marco Rubio;147;0.086
Texas;TX;Martin;48317;Republican;Donald Trump;205;0.218
Texas;TX;McMullen;48311;Republican;Donald Trump;157;0.385
Texas;TX;Montague;48337;Republican;Marco Rubio;459;0.094
Texas;TX;Montgomery;48339;Republican;John Kasich;3574;0.039
Texas;TX;Polk;48373;Republican;John Kasich;188;0.024
Texas;TX;Red River;48387;Republican;Ben Carson;118;0.049
Texas;TX;Reeves;48389;Republican;Ted Cruz;51;0.408
Texas;TX;San Jacinto;48407;Republican;Ben Carson;163;0.034
Texas;TX;San Patricio;48409;Republican;Ben Carson;235;0.033
Texas;TX;Shackelford;48417;Republican;Ben Carson;53;0.046
Texas;TX;Smith;48423;Republican;Marco Rubio;5692;0.14300000000000002
Texas;TX;Terry;48445;Republican;Donald Trump;468;0.258
Texas;TX;Throckmorton;48447;Republican;John Kasich;13;0.031
Texas;TX;Throckmorton;48447;Republican;Ted Cruz;188;0.44799999999999995
Texas;TX;Tyler;48457;Republican;Ben Carson;145;0.034
Texas;TX;Upton;48461;Republican;John Kasich;10;0.015
Texas;TX;Ward;48475;Republican;John Kasich;26;0.018000000000000002
Texas;TX;Wilbarger;48487;Republican;Ted Cruz;923;0.389
Texas;TX;Young;48503;Republican;John Kasich;120;0.028999999999999998
Texas;TX;Zapata;48505;Republican;Marco Rubio;11;0.128
Utah;UT;Beaver;49001;Democrat;Bernie Sanders;0;0.0
Utah;UT;Kane;49025;Democrat;Hillary Clinton;50;0.21
Utah;UT;Salt Lake;49035;Democrat;Hillary Clinton;9431;0.209
Utah;UT;Cache;49005;Republican;Ted Cruz;7172;0.7090000000000001
Utah;UT;Salt Lake;49035;Republican;Donald Trump;6542;0.14
Vermont;VT;Andover;95000004;Democrat;Hillary Clinton;14;0.122
Vermont;VT;Barnet;95000010;Democrat;Hillary Clinton;31;0.091
Vermont;VT;Braintree;95000023;Democrat;Hillary Clinton;18;0.075
Vermont;VT;Brandon;95000024;Democrat;Bernie Sanders;665;0.861
Vermont;VT;Brookfield;95000030;Democrat;Hillary Clinton;36;0.115
Vermont;VT;Burlington;95000035;Democrat;Hillary Clinton;1471;0.139
Vermont;VT;Cabot;95000036;Democrat;Bernie Sanders;320;0.894
Vermont;VT;Corinth;95000050;Democrat;Hillary Clinton;29;0.102
Vermont;VT;Leicester;95000106;Democrat;Bernie Sanders;153;0.845
Vermont;VT;Milton;95000122;Democrat;Bernie Sanders;1499;0.879
Vermont;VT;Monkton;95000123;Democrat;Hillary Clinton;46;0.081
Vermont;VT;Newfane;95000133;Democrat;Bernie Sanders;448;0.867
Vermont;VT;Rochester;95000162;Democrat;Hillary Clinton;28;0.087
Vermont;VT;Shrewsbury;95000184;Democrat;Bernie Sanders;210;0.85
Vermont;VT;St. Albans Town;95000171;Democrat;Bernie Sanders;890;0.86
Vermont;VT;Vergennes;95000206;Democrat;Bernie Sanders;568;0.912
Vermont;VT;Wallingford;95000212;Democrat;Bernie Sanders;361;0.868
Vermont;VT;Weathersfield;95000220;Democrat;Hillary Clinton;78;0.127
Vermont;VT;West Fairlee;95000222;Democrat;Hillary Clinton;9;0.071
Vermont;VT;Westfield;95000223;Democrat;Bernie Sanders;104;0.92
Vermont;VT;Arlington;95000005;Republican;Donald Trump;87;0.349
Vermont;VT;Athens;95000006;Republican;Donald Trump;13;0.31
Vermont;VT;Barre Town;95000012;Republican;Ted Cruz;85;0.07400000000000001
Vermont;VT;Benson;95000016;Republican;Ben Carson;3;0.026000000000000002
Vermont;VT;Berkshire;95000017;Republican;Marco Rubio;23;0.177
Vermont;VT;Brownington;95000032;Republican;Ben Carson;1;0.013999999999999999
Vermont;VT;Derby;95000056;Republican;Marco Rubio;123;0.21100000000000002
Vermont;VT;Hancock;95000087;Republican;John Kasich;1;0.045
Vermont;VT;Hardwick;95000088;Republican;Marco Rubio;48;0.21100000000000002
Vermont;VT;Johnson;95000103;Republican;Marco Rubio;47;0.272
Vermont;VT;Kirby;95000104;Republican;John Kasich;14;0.215
Vermont;VT;Landgrove;95000105;Republican;Ben Carson;0;0.0
Vermont;VT;Leicester;95000106;Republican;Marco Rubio;17;0.14400000000000002
Vermont;VT;Lemington;95000107;Republican;Marco Rubio;1;0.067
Vermont;VT;Ludlow;95000111;Republican;John Kasich;67;0.255
Vermont;VT;Montgomery;95000124;Republican;Ted Cruz;10;0.09699999999999999
Vermont;VT;Moretown;95000126;Republican;John Kasich;69;0.418
Vermont;VT;Orange;95000141;Republican;Ted Cruz;15;0.111
Vermont;VT;Panton;95000143;Republican;Ben Carson;3;0.031
Vermont;VT;Poultney;95000152;Republican;Ted Cruz;31;0.094
Vermont;VT;Ripton;95000161;Republican;Donald Trump;13;0.382
Vermont;VT;Rupert;95000166;Republican;Ben Carson;4;0.048
Vermont;VT;Rutland;95000167;Republican;Ben Carson;51;0.027000000000000003
Vermont;VT;Rutland;95000167;Republican;Donald Trump;678;0.35700000000000004
Vermont;VT;Sandgate;95000175;Republican;Ted Cruz;9;0.16699999999999998
Vermont;VT;Springfield;95000187;Republican;Ted Cruz;82;0.08900000000000001
Vermont;VT;Stamford;95000188;Republican;Marco Rubio;12;0.09300000000000001
Vermont;VT;Stannard;95000189;Republican;Ted Cruz;0;0.0
Nevada;NV;Carson City;32510;Republican;Ben Carson;208;0.085
Nevada;NV;Nye;32023;Republican;Ben Carson;83;0.048
New Hampshire;NH;Rockingham;;Democrat;Bernie Sanders;31080;0.5765271105010296
New Hampshire;NH;Carroll;;Republican;Jeb Bush;1241;0.10249421869838124
New Hampshire;NH;Coos;;Republican;Marco Rubio;615;0.10787581126118224
New Hampshire;NH;Rockingham;;Republican;Chris Christie;5768;0.07908194743408695
New Hampshire;NH;Strafford;;Republican;Chris Christie;1233;0.057651844578482256
New Jersey;NJ;Monmouth;34025;Democrat;Hillary Clinton;30835;0.5820000000000001
New Jersey;NJ;Passaic;34031;Democrat;Bernie Sanders;14116;0.32299999999999995
New Jersey;NJ;Burlington;34005;Republican;Ted Cruz;1950;0.07200000000000001
New Jersey;NJ;Salem;34033;Republican;Donald Trump;2994;0.7809999999999999
New Mexico;NM;DeBaca;35011;Republican;John Kasich;13;0.065
New Mexico;NM;Grant;35017;Republican;Donald Trump;1248;0.754
New Mexico;NM;Sierra;35051;Republican;Ted Cruz;94;0.077
New York;NY;Onondaga;36067;Democrat;Bernie Sanders;18057;0.47
New York;NY;Otsego;36077;Democrat;Hillary Clinton;1817;0.409
New York;NY;Saratoga;36091;Democrat;Hillary Clinton;7206;0.442
New York;NY;Suffolk;36103;Democrat;Hillary Clinton;49926;0.547
New York;NY;Washington;36115;Democrat;Bernie Sanders;2087;0.6409999999999999
New York;NY;Yates;36123;Democrat;Bernie Sanders;669;0.5479999999999999
New York;NY;Bronx;36005;Republican;Donald Trump;4261;0.675
New York;NY;Franklin;36033;Republican;John Kasich;700;0.284
New York;NY;Herkimer;36043;Republican;John Kasich;1802;0.268
New York;NY;Lewis;36049;Republican;John Kasich;851;0.3
New York;NY;Lewis;36049;Republican;Ted Cruz;429;0.151
New York;NY;Onondaga;36067;Republican;Ted Cruz;5669;0.18
New York;NY;Rensselaer;36083;Republican;Ted Cruz;1516;0.177
New York;NY;Tioga;36107;Republican;Donald Trump;2801;0.499
North Carolina;NC;Alamance;37001;Democrat;Hillary Clinton;7374;0.537
North Carolina;NC;Granville;37077;Democrat;Bernie Sanders;2715;0.34
North Carolina;NC;Washington;37187;Democrat;Bernie Sanders;597;0.27
North Carolina;NC;Alamance;37001;Republican;Donald Trump;6507;0.38299999999999995
North Carolina;NC;Craven;37049;Republican;John Kasich;1427;0.114
North Carolina;NC;Davidson;37057;Republican;Marco Rubio;1360;0.055999999999999994
North Carolina;NC;Duplin;37061;Republican;John Kasich;303;0.063
North Carolina;NC;Gaston;37071;Republican;John Kasich;2125;0.084
North Carolina;NC;Granville;37077;Republican;Marco Rubio;256;0.05
North Carolina;NC;Guilford;37081;Republican;Marco Rubio;4766;0.08900000000000001
North Carolina;NC;Hoke;37093;Republican;John Kasich;133;0.05
North Carolina;NC;Iredell;37097;Republican;Donald Trump;12861;0.462
North Carolina;NC;Martin;37117;Republican;Donald Trump;793;0.424
North Carolina;NC;New Hanover;37129;Republican;Marco Rubio;2696;0.095
North Carolina;NC;Sampson;37163;Republican;Ted Cruz;2795;0.4
North Carolina;NC;Stanly;37167;Republican;John Kasich;747;0.071
North Carolina;NC;Stokes;37169;Republican;Marco Rubio;326;0.04
North Carolina;NC;Wayne;37191;Republican;John Kasich;746;0.064
North Carolina;NC;Yadkin;37197;Republican;Donald Trump;3436;0.44299999999999995
North Dakota;ND;District 13;93800113;Democrat;Hillary Clinton;3;0.273
North Dakota;ND;District 45;93800145;Democrat;Bernie Sanders;5;0.556
Ohio;OH;Lake;39085;Democrat;Hillary Clinton;12506;0.5429999999999999
Ohio;OH;Licking;39089;Democrat;Hillary Clinton;6785;0.5329999999999999
Ohio;OH;Logan;39091;Democrat;Hillary Clinton;1012;0.496
Ohio;OH;Madison;39097;Democrat;Hillary Clinton;1225;0.568
Ohio;OH;Ottawa;39123;Democrat;Hillary Clinton;2566;0.5539999999999999
Ohio;OH;Washington;39167;Democrat;Hillary Clinton;2557;0.505
Ohio;OH;Wayne;39169;Democrat;Bernie Sanders;3225;0.48
Ohio;OH;Wyandot;39175;Democrat;Hillary Clinton;661;0.49700000000000005
Ohio;OH;Coshocton;39031;Republican;Marco Rubio;148;0.023
Ohio;OH;Hardin;39065;Republican;Donald Trump;1953;0.364
Ohio;OH;Lake;39085;Republican;Donald Trump;17306;0.395
Ohio;OH;Madison;39097;Republican;Marco Rubio;143;0.018000000000000002
Ohio;OH;Marion;39101;Republican;Ted Cruz;1976;0.18100000000000002
Ohio;OH;Noble;39121;Republican;Marco Rubio;65;0.026000000000000002
Ohio;OH;Portage;39133;Republican;Donald Trump;10795;0.42700000000000005
Ohio;OH;Williams;39171;Republican;Marco Rubio;236;0.027000000000000003
Oklahoma;OK;Craig;40035;Democrat;Bernie Sanders;926;0.545
Oklahoma;OK;Love;40085;Democrat;Hillary Clinton;314;0.32
Oklahoma;OK;Osage;40113;Democrat;Bernie Sanders;2327;0.462
Oklahoma;OK;Stephens;40137;Democrat;Bernie Sanders;2108;0.561
Oklahoma;OK;Tulsa;40143;Democrat;Bernie Sanders;26525;0.496
Oklahoma;OK;Washington;40147;Democrat;Bernie Sanders;2006;0.516
Oklahoma;OK;Cleveland;40027;Republican;Ben Carson;2038;0.057
Oklahoma;OK;Craig;40035;Republican;Marco Rubio;230;0.191
Oklahoma;OK;Garvin;40049;Republican;John Kasich;44;0.017
Oklahoma;OK;Greer;40055;Republican;John Kasich;8;0.027000000000000003
Oklahoma;OK;Johnston;40069;Republican;Donald Trump;254;0.36700000000000005
Oklahoma;OK;Lincoln;40081;Republican;Ben Carson;357;0.071
Oklahoma;OK;McClain;40087;Republican;John Kasich;137;0.022000000000000002
Oklahoma;OK;Okmulgee;40111;Republican;Donald Trump;970;0.312
Oklahoma;OK;Roger Mills;40129;Republican;Marco Rubio;74;0.154
Oklahoma;OK;Tulsa;40143;Republican;John Kasich;4205;0.048
Oklahoma;OK;Wagoner;40145;Republican;Donald Trump;3462;0.301
Oklahoma;OK;Wagoner;40145;Republican;Ted Cruz;4459;0.387
Oklahoma;OK;Woods;40151;Republican;Ted Cruz;574;0.361
Oregon;OR;Clackamas;41005;Republican;Ted Cruz;6891;0.17600000000000002
Oregon;OR;Clatsop;41007;Republican;Ted Cruz;434;0.127
Oregon;OR;Harney;41025;Republican;John Kasich;186;0.107
Oregon;OR;Harney;41025;Republican;Ted Cruz;224;0.128
Oregon;OR;Jefferson;41031;Republican;Donald Trump;1771;0.7120000000000001
Oregon;OR;Josephine;41033;Republican;Donald Trump;10325;0.755
Oregon;OR;Josephine;41033;Republican;John Kasich;1330;0.09699999999999999
Oregon;OR;Klamath;41035;Republican;Donald Trump;8451;0.742
Pennsylvania;PA;Armstrong;42005;Democrat;Hillary Clinton;2924;0.48200000000000004
Pennsylvania;PA;Elk;42047;Democrat;Hillary Clinton;1528;0.451
Pennsylvania;PA;Lawrence;42073;Democrat;Bernie Sanders;3972;0.39899999999999997
Pennsylvania;PA;McKean;42083;Democrat;Hillary Clinton;1013;0.457
Pennsylvania;PA;Sullivan;42113;Democrat;Bernie Sanders;295;0.47600000000000003
Pennsylvania;PA;Adams;42001;Republican;Donald Trump;9754;0.573
Pennsylvania;PA;Armstrong;42005;Republican;John Kasich;1309;0.11599999999999999
Pennsylvania;PA;Bucks;42017;Republican;Donald Trump;51433;0.5660000000000001
Pennsylvania;PA;Clarion;42031;Republican;Donald Trump;4224;0.614
